ticker,date
LOW,2022-05-18
LOW,2022-11-16
LOW,2018-11-20
LOW,2018-05-23
LOW,2021-02-24
LOW,2021-08-18
LOW,2022-08-17
LOW,2020-02-26
LOW,2023-08-22
LOW,2017-11-21
MA,2021-04-29
MA,2020-07-30
MA,2023-10-26
MA,2019-01-31
MA,2018-07-26
MA,2020-01-29
MA,2020-10-28
MA,2023-01-26
MA,2021-07-29
MA,2018-05-02
MA,2020-04-29
MA,2019-01-29
MA,2019-04-30
MA,2022-07-28
MA,2019-10-29
MA,2023-04-27
MA,2019-07-30
MA,2022-10-27
MA,2021-10-28
MA,2022-01-27
MA,2023-07-27
MA,2021-01-28
MA,2022-04-28
MA,2018-10-30
PRU,2018-11-08
PRU,2019-08-01
PRU,2023-05-03
PRU,2021-05-05
PRU,2019-02-07
PRU,2019-05-02
PRU,2020-02-05
PRU,2020-05-06
PRU,2020-11-04
PRU,2022-02-04
PRU,2018-02-08
PRU,2022-11-02
PRU,2020-08-05
PRU,2022-08-03
PRU,2019-11-05
PRU,2021-02-05
PRU,2021-11-03
PRU,2018-08-01
PRU,2022-05-04
PRU,2023-02-08
PRU,2023-08-02
PRU,2021-08-04
PRU,2023-11-02
HD,2020-08-18
HD,2022-02-22
HD,2018-11-13
HD,2019-08-20
HD,2020-02-25
HD,2019-02-26
HD,2023-02-21
HD,2021-08-17
HD,2018-08-14
HD,2022-05-17
HD,2022-11-15
HD,2021-05-18
HD,2021-11-16
HD,2022-08-16
HD,2018-05-15
HD,2019-11-19
HD,2021-02-23
HD,2019-05-21
HD,2018-02-20
HD,2023-08-15
HD,2020-11-17
HD,2020-05-19
HD,2023-05-16
HD,2023-11-14
AMAT,2020-02-12
AMAT,2018-02-14
AMAT,2023-08-17
AMAT,2023-05-18
AMAT,2023-11-16
AMAT,2020-11-12
AMAT,2022-08-18
AMAT,2023-02-16
AMAT,2020-08-13
AMAT,2018-11-15
AMAT,2018-05-17
AMAT,2021-08-19
AMAT,2018-08-16
AMAT,2021-11-18
AMAT,2022-11-17
AMAT,2021-05-20
AMAT,2022-05-19
AMAT,2019-08-15
AMAT,2022-02-16
AMAT,2020-05-14
AMAT,2017-11-16
AMAT,2019-11-14
AMAT,2019-05-16
AMAT,2021-02-18
HAL,2019-04-22
HAL,2020-10-19
HAL,2022-01-24
HAL,2022-10-25
HAL,2019-10-21
HAL,2017-10-22
HAL,2020-04-20
HAL,2018-01-22
HAL,2019-07-22
HAL,2020-07-20
HAL,2023-07-19
HAL,2023-10-24
HAL,2022-04-19
HAL,2018-04-23
HAL,2021-01-19
HAL,2021-04-21
HAL,2021-10-19
HAL,2023-01-24
HAL,2018-07-23
HAL,2021-07-20
HAL,2022-07-19
HAL,2019-01-22
HAL,2020-01-21
PPL,2022-02-18
PPL,2020-02-14
PPL,2017-02-22
PPL,2019-08-06
PPL,2022-08-03
PPL,2020-11-05
PPL,2019-11-05
PPL,2020-08-10
PPL,2020-05-09
PPL,2018-11-01
PPL,2019-02-14
PPL,2021-08-05
PPL,2021-11-04
PPL,2021-05-06
PPL,2021-02-18
PPL,2022-05-05
MRK,2020-07-31
MRK,2018-10-25
MRK,2018-02-02
MRK,2023-08-01
MRK,2021-04-29
MRK,2020-02-05
MRK,2022-02-03
MRK,2019-02-01
MRK,2023-10-26
MRK,2018-05-01
MRK,2021-07-29
MRK,2019-04-30
MRK,2020-10-27
MRK,2023-02-02
MRK,2022-07-28
MRK,2020-04-28
MRK,2021-02-04
MRK,2019-10-29
MRK,2023-04-27
MRK,2019-07-30
MRK,2022-10-27
MRK,2021-10-28
MRK,2022-04-28
JNJ,2020-01-22
JNJ,2018-07-17
JNJ,2022-01-25
JNJ,2021-01-26
JNJ,2023-10-17
JNJ,2018-04-17
JNJ,2020-10-13
JNJ,2020-07-16
JNJ,2022-10-18
JNJ,2023-07-20
JNJ,2019-07-16
JNJ,2022-04-19
JNJ,2021-04-20
JNJ,2021-10-19
JNJ,2018-10-16
JNJ,2023-01-24
JNJ,2017-10-17
JNJ,2022-07-19
JNJ,2019-04-16
JNJ,2019-10-15
JNJ,2020-04-14
JNJ,2021-07-21
JNJ,2019-01-22
BAC,2019-10-16
BAC,2021-07-14
BAC,2020-10-14
BAC,2019-01-16
BAC,2020-01-15
BAC,2018-07-16
BAC,2023-10-17
BAC,2023-07-18
BAC,2018-10-15
BAC,2017-10-13
BAC,2020-07-16
BAC,2021-04-15
BAC,2022-01-19
BAC,2018-04-16
BAC,2021-10-14
BAC,2023-01-13
BAC,2021-01-19
BAC,2022-10-17
BAC,2022-04-18
BAC,2019-07-17
BAC,2018-01-17
BAC,2020-04-15
BAC,2019-04-16
BAC,2022-07-18
BIDU,2020-08-14
BIDU,2022-05-26
BIDU,2023-11-21
BIDU,2020-02-28
BIDU,2022-11-22
BIDU,2021-11-17
BIDU,2019-11-07
BIDU,2018-07-31
BIDU,2021-05-18
BIDU,2018-02-13
BIDU,2023-02-22
BIDU,2022-03-01
BIDU,2022-08-30
BIDU,2019-05-17
BIDU,2019-08-19
BIDU,2020-11-17
BIDU,2021-08-12
BIDU,2023-08-22
BIDU,2018-02-21
BIDU,2021-02-18
BIDU,2020-05-19
BIDU,2023-05-16
BIDU,2018-10-30
CRM,2022-08-24
CRM,2019-06-04
CRM,2022-05-31
CRM,2020-02-25
CRM,2021-11-30
CRM,2018-08-29
CRM,2018-02-28
CRM,2023-08-30
CRM,2023-03-01
CRM,2020-08-25
CRM,2020-05-28
CRM,2019-12-03
CRM,2023-05-31
CRM,2021-02-25
CRM,2023-11-29
CRM,2020-12-01
CRM,2017-05-29
CRM,2021-05-27
CRM,2022-03-01
CRM,2021-08-25
CRM,2019-03-04
CRM,2022-11-30
CRM,2019-08-22
CRM,2018-11-27
COST,2022-03-03
COST,2022-05-26
COST,2020-03-05
COST,2019-03-07
COST,2023-05-25
COST,2022-12-08
COST,2023-09-26
COST,2022-09-22
COST,2017-05-31
COST,2018-12-13
COST,2020-09-24
COST,2020-05-28
COST,2021-03-04
COST,2018-03-07
COST,2021-12-09
COST,2023-03-02
COST,2019-05-30
COST,2023-12-14
COST,2021-09-23
COST,2021-05-27
COST,2020-12-10
COST,2019-10-03
COST,2019-12-12
ALB,2018-11-08
ALB,2022-08-04
ALB,2018-08-08
ALB,2019-11-07
ALB,2019-02-21
ALB,2019-05-09
ALB,2023-05-04
ALB,2022-11-03
ALB,2023-02-16
ALB,2020-11-05
ALB,2020-02-20
ALB,2020-08-06
ALB,2020-05-08
ALB,2019-08-08
ALB,2021-08-05
ALB,2023-08-03
ALB,2021-11-04
ALB,2021-05-06
ALB,2021-02-18
ALB,2022-05-05
ALB,2023-11-02
ALB,2022-02-17
MOS,2022-11-08
MOS,2020-11-03
MOS,2021-05-04
MOS,2022-02-23
MOS,2019-02-26
MOS,2022-08-02
MOS,2020-08-04
MOS,2023-05-04
MOS,2019-08-06
MOS,2019-11-05
MOS,2019-05-07
MOS,2023-02-23
MOS,2020-02-20
MOS,2021-08-03
MOS,2022-05-03
MOS,2021-11-02
MOS,2023-11-08
MOS,2018-11-06
MOS,2023-08-02
MOS,2021-02-18
MOS,2018-08-07
WM,2022-02-02
WM,2020-11-02
WM,2020-02-13
WM,2020-05-06
WM,2019-04-25
WM,2019-10-23
EQIX,2023-05-03
EQIX,2020-02-12
EQIX,2021-04-28
EQIX,2022-04-27
EQIX,2018-08-08
EQIX,2021-11-30
EQIX,2021-07-28
EQIX,2020-05-06
EQIX,2022-07-27
EQIX,2019-10-30
EQIX,2022-11-02
EQIX,2021-02-10
EQIX,2021-11-03
EQIX,2023-02-15
EQIX,2018-11-01
EQIX,2023-10-25
EQIX,2022-02-16
EQIX,2019-05-01
EQIX,2020-07-29
EQIX,2023-08-02
EQIX,2019-07-31
DUK,2020-08-10
DUK,2019-02-14
DUK,2021-08-05
DUK,2021-11-04
NUE,2021-04-22
NUE,2018-10-18
NUE,2020-07-23
NUE,2019-10-22
NUE,2018-07-19
MCK,2022-02-02
MCK,2018-10-25
MCK,2023-11-01
MCK,2020-05-20
MCK,2020-02-04
MCK,2020-11-03
MCK,2020-08-03
MCK,2021-11-01
MCK,2019-01-31
MCK,2019-10-30
MCK,2023-02-01
MCK,2019-05-08
MCK,2023-05-08
MCK,2022-08-03
MCK,2022-11-01
MCK,2018-05-24
MCK,2021-02-02
MCK,2021-05-06
MCK,2018-02-01
MCK,2023-08-02
MCK,2021-08-04
MCK,2019-07-31
MCK,2022-05-05
O,2022-08-04
O,2019-05-02
O,2020-11-03
O,2021-05-04
O,2022-02-23
O,2020-08-04
O,2019-02-21
O,2023-11-07
O,2023-05-04
O,2022-11-03
O,2019-08-06
O,2019-11-05
O,2020-02-20
O,2021-08-03
O,2023-02-22
O,2021-11-02
O,2020-05-05
O,2018-11-01
O,2021-02-23
O,2023-08-03
O,2022-05-05
XOM,2020-07-31
XOM,2023-07-28
XOM,2019-11-01
XOM,2018-02-02
XOM,2020-05-01
XOM,2022-10-28
XOM,2018-04-26
XOM,2023-01-31
XOM,2018-11-02
XOM,2019-02-01
XOM,2018-07-27
XOM,2023-04-28
XOM,2023-10-27
XOM,2022-07-29
XOM,2019-04-26
XOM,2017-10-27
XOM,2021-07-30
XOM,2020-10-30
XOM,2020-01-31
XOM,2022-04-29
XOM,2021-04-30
XOM,2021-10-29
XOM,2021-02-02
XOM,2022-02-01
XOM,2019-08-02
SPG,2018-10-25
SPG,2023-05-02
SPG,2021-11-01
SPG,2023-10-30
SPG,2020-11-09
SPG,2020-05-11
SPG,2021-02-08
SPG,2021-08-02
SPG,2022-02-07
SPG,2022-11-01
SPG,2022-08-01
SPG,2021-05-10
SPG,2022-05-09
SPG,2023-08-02
DLTR,2020-03-04
DLTR,2021-08-26
DLTR,2022-03-02
DLTR,2018-03-07
DLTR,2021-05-27
DLTR,2018-08-30
SBUX,2017-11-02
SBUX,2023-08-01
SBUX,2023-05-02
SBUX,2021-01-26
SBUX,2019-07-25
SBUX,2018-04-26
SBUX,2018-01-25
SBUX,2020-10-29
SBUX,2022-08-02
SBUX,2020-01-28
SBUX,2019-10-30
SBUX,2022-11-03
SBUX,2018-07-26
SBUX,2019-04-25
SBUX,2021-07-27
SBUX,2019-01-24
SBUX,2022-05-03
SBUX,2023-02-02
SBUX,2020-04-28
SBUX,2018-11-01
SBUX,2021-10-28
SBUX,2020-07-28
SBUX,2021-04-27
SBUX,2022-02-01
SBUX,2023-11-02
NEE,2019-07-24
NEE,2023-07-25
NEE,2022-01-25
NEE,2021-01-26
NEE,2022-10-28
NEE,2019-04-23
NEE,2021-07-23
NEE,2022-04-21
NEE,2021-10-20
NEE,2018-10-23
NEE,2020-01-24
NEE,2023-10-24
NEE,2023-01-25
NEE,2019-01-25
NEE,2021-04-21
NEE,2019-10-22
NEE,2020-10-21
NEE,2018-01-26
NEE,2022-07-22
NEE,2020-04-22
NEE,2020-07-24
EXEL,2023-11-01
EXEL,2023-02-07
EXEL,2022-05-10
EXEL,2023-08-01
EXEL,2020-02-25
EXEL,2022-08-09
EXEL,2023-05-09
EXEL,2019-10-30
EXEL,2020-11-05
EXEL,2021-02-10
EXEL,2018-05-02
EXEL,2018-02-26
EXEL,2020-08-06
EXEL,2022-11-01
EXEL,2021-11-02
EXEL,2020-05-05
EXEL,2018-11-01
EXEL,2021-08-05
EXEL,2019-05-01
EXEL,2021-05-06
EXEL,2019-02-12
EXEL,2019-07-31
EXEL,2022-02-17
KR,2022-03-03
KR,2018-09-13
KR,2022-09-09
KR,2022-06-16
KR,2021-09-10
KR,2020-03-05
KR,2019-03-07
KR,2018-06-21
KR,2023-06-15
KR,2018-03-08
KR,2020-12-03
KR,2023-11-30
KR,2018-12-06
KR,2021-03-04
KR,2017-11-30
KR,2020-09-11
KR,2023-09-08
KR,2020-06-18
KR,2019-09-12
KR,2023-03-02
KR,2019-06-20
KR,2019-12-05
KR,2021-06-17
KR,2021-12-02
KR,2022-12-01
HON,2019-04-18
HON,2019-10-17
HON,2020-05-01
HON,2018-07-20
HON,2022-02-03
HON,2021-07-23
HON,2019-02-01
HON,2023-10-26
HON,2018-10-19
HON,2019-07-18
HON,2018-04-20
HON,2021-04-23
HON,2021-10-22
HON,2020-10-30
HON,2020-01-31
HON,2023-02-02
HON,2022-07-28
HON,2023-04-27
HON,2022-04-29
HON,2022-10-27
HON,2021-01-29
HON,2023-07-27
HON,2020-07-24
BA,2021-01-27
BA,2019-07-24
BA,2021-04-28
BA,2022-04-27
BA,2018-10-24
BA,2021-10-27
BA,2021-07-28
BA,2022-07-27
BA,2019-04-24
BA,2019-01-30
BA,2020-01-29
BA,2020-10-28
BA,2023-01-25
BA,2020-04-29
BA,2018-07-25
BA,2023-10-25
BA,2018-04-25
BA,2023-07-26
BA,2020-07-29
BA,2022-01-26
BA,2022-10-26
BA,2018-01-31
BA,2019-10-23
DD,2019-08-01
DD,2019-05-02
DD,2021-05-04
DD,2020-07-30
DD,2020-10-29
DD,2022-02-08
DD,2022-08-02
DD,2019-01-31
DD,2019-10-31
DD,2021-08-03
DD,2021-02-09
DD,2022-05-03
DD,2021-11-02
DD,2020-05-05
DD,2018-05-03
DD,2018-02-01
DIS,2018-11-08
DIS,2020-02-04
DIS,2021-05-13
DIS,2022-11-08
DIS,2021-11-10
DIS,2022-05-11
DIS,2020-11-12
DIS,2021-02-11
DIS,2019-11-07
DIS,2020-08-04
DIS,2019-08-06
DIS,2019-05-08
DIS,2022-02-09
DIS,2018-02-06
DIS,2023-08-09
DIS,2023-05-10
DIS,2020-05-05
DIS,2023-11-08
DIS,2018-05-08
DIS,2022-08-10
DIS,2019-02-05
DIS,2023-02-08
DIS,2021-08-12
DIS,2018-08-07
CSCO,2020-02-12
CSCO,2018-02-14
CSCO,2019-05-15
CSCO,2023-08-16
CSCO,2017-11-15
CSCO,2020-11-12
CSCO,2021-11-17
CSCO,2018-05-16
CSCO,2018-11-14
CSCO,2021-05-19
CSCO,2020-08-12
CSCO,2018-08-15
CSCO,2022-05-18
CSCO,2019-11-13
CSCO,2023-02-15
CSCO,2022-11-16
CSCO,2021-02-09
CSCO,2021-08-18
CSCO,2020-05-13
CSCO,2022-08-17
CSCO,2022-02-16
CSCO,2023-11-15
CSCO,2023-05-17
CSCO,2019-02-13
CSCO,2019-08-14
AVGO,2022-03-03
AVGO,2023-12-07
AVGO,2020-09-03
AVGO,2021-06-03
AVGO,2018-03-15
AVGO,2022-05-26
AVGO,2019-06-13
AVGO,2020-03-12
AVGO,2022-12-08
AVGO,2023-08-31
AVGO,2018-06-07
AVGO,2018-12-06
AVGO,2021-03-04
AVGO,2022-09-01
AVGO,2019-03-14
AVGO,2021-09-02
AVGO,2023-06-01
AVGO,2021-12-09
AVGO,2019-09-12
AVGO,2023-03-02
AVGO,2020-12-10
AVGO,2020-06-04
AVGO,2017-12-06
AVGO,2019-12-12
AVGO,2018-09-06
EA,2023-11-01
EA,2022-05-10
EA,2023-08-01
EA,2020-07-30
EA,2023-01-31
EA,2022-08-02
EA,2023-05-09
EA,2020-11-05
EA,2019-05-07
EA,2021-11-03
EA,2020-01-30
EA,2022-11-01
EA,2020-05-05
EA,2019-10-29
EA,2018-05-08
EA,2019-07-30
EA,2019-02-05
EA,2021-05-11
EA,2021-02-02
EA,2021-08-04
EA,2022-02-01
EA,2018-10-30
FDX,2019-06-25
FDX,2020-09-15
FDX,2018-12-18
FDX,2023-09-20
FDX,2020-06-30
FDX,2021-12-16
FDX,2019-09-17
FDX,2019-12-17
FDX,2023-03-16
FDX,2021-06-24
FDX,2022-09-22
FDX,2017-12-19
FDX,2021-09-21
FDX,2020-03-17
FDX,2023-12-19
FDX,2018-09-17
FDX,2023-06-20
FDX,2020-12-17
FDX,2021-03-18
FDX,2022-03-17
FDX,2022-12-20
FDX,2022-06-23
FDX,2018-06-19
FDX,2018-03-20
CRTO,2023-05-03
CRTO,2022-10-28
CRTO,2022-08-03
CRTO,2019-04-30
CRTO,2018-10-31
CRTO,2022-05-04
CRTO,2020-02-11
CRTO,2019-07-31
ADSK,2017-11-28
ADSK,2021-05-27
DAL,2022-10-13
DAL,2020-01-14
DAL,2021-07-14
DAL,2022-01-13
DAL,2023-07-13
DAL,2019-10-10
DAL,2020-10-13
DAL,2021-04-15
DAL,2017-10-11
DAL,2019-04-10
DAL,2023-01-13
DAL,2022-07-13
DAL,2023-10-12
DAL,2018-07-12
DAL,2021-01-14
DAL,2020-07-14
DAL,2022-04-13
DAL,2019-01-15
DAL,2018-10-11
DAL,2019-07-11
DAL,2018-04-12
DAL,2021-10-13
DAL,2018-01-11
DAL,2020-04-22
BKNG,2019-02-27
BKNG,2021-05-05
BKNG,2018-08-09
BKNG,2018-11-05
BKNG,2022-02-23
BKNG,2019-11-07
BKNG,2019-05-09
BKNG,2019-08-07
BKNG,2022-11-02
BKNG,2023-05-04
BKNG,2022-08-03
BKNG,2020-11-05
BKNG,2020-05-07
BKNG,2017-11-06
BKNG,2021-11-03
BKNG,2023-02-23
BKNG,2018-02-27
BKNG,2020-08-07
BKNG,2021-02-24
BKNG,2020-02-26
BKNG,2022-05-04
BKNG,2023-08-03
BKNG,2021-08-04
BKNG,2023-11-02
BKNG,2018-05-09
ATO,2018-11-08
ATO,2021-11-11
ATO,2022-08-04
ATO,2019-02-06
ATO,2020-02-05
ATO,2020-11-12
ATO,2019-11-07
ATO,2019-05-08
ATO,2022-02-09
ATO,2020-08-06
ATO,2020-05-08
ATO,2019-08-08
ATO,2021-08-05
ATO,2021-02-03
ATO,2021-05-06
ATO,2022-05-05
PPG,2019-04-18
PPG,2019-01-17
PPG,2019-10-17
PPG,2023-01-20
PPG,2022-04-21
PPG,2020-07-17
PPG,2019-07-18
PPG,2018-10-18
PPG,2021-10-21
PPG,2021-04-16
PPG,2021-01-22
PPG,2020-04-28
PPG,2022-01-21
PPG,2023-07-21
PPG,2022-10-20
PPG,2021-07-20
PPG,2020-01-16
PPG,2023-10-19
PPG,2022-07-22
PPG,2020-10-20
OXY,2019-08-01
OXY,2020-05-06
OXY,2022-02-25
OXY,2023-11-08
OXY,2021-05-11
C,2020-01-14
C,2021-07-14
C,2019-07-15
C,2021-01-15
C,2022-04-14
D,2020-07-31
D,2022-08-08
D,2018-04-27
D,2022-11-04
D,2019-05-03
D,2019-11-01
D,2021-05-04
D,2018-01-29
D,2021-08-06
D,2019-02-01
D,2023-05-05
D,2020-11-05
D,2018-08-01
D,2022-02-11
D,2021-02-12
D,2020-05-05
D,2018-11-01
D,2023-08-04
D,2023-11-03
D,2021-11-05
D,2020-02-11
D,2023-02-08
D,2019-07-31
D,2022-05-05
SRE,2021-05-05
SRE,2022-08-04
SRE,2019-11-01
SRE,2018-05-07
SRE,2019-02-26
SRE,2020-08-05
SRE,2020-11-05
SRE,2022-02-25
SRE,2019-05-07
SRE,2020-05-04
SRE,2021-02-25
SRE,2017-10-30
SRE,2018-08-06
SRE,2021-08-05
SRE,2021-11-05
SRE,2018-11-07
SRE,2019-08-02
SRE,2022-05-05
SRE,2020-02-27
GIS,2021-12-21
GIS,2023-09-20
GIS,2020-09-23
GIS,2022-03-23
GIS,2018-12-19
GIS,2023-06-28
GIS,2020-07-01
GIS,2019-03-20
GIS,2020-03-18
GIS,2018-06-27
GIS,2023-12-20
GIS,2021-09-22
GIS,2017-12-20
GIS,2022-09-21
GIS,2021-03-24
GIS,2022-06-29
GIS,2021-06-30
GIS,2019-12-18
GIS,2020-12-17
GIS,2018-03-21
GIS,2022-12-20
GIS,2019-09-18
GIS,2019-06-26
ECL,2021-10-26
ECL,2022-04-26
ECL,2021-02-16
ECL,2022-02-15
ECL,2020-02-18
ECL,2022-07-26
ECL,2019-04-30
ECL,2019-02-19
ECL,2020-10-27
ECL,2021-07-27
ECL,2020-04-28
ECL,2019-10-29
ECL,2019-07-30
ECL,2020-07-28
ECL,2021-04-27
ECL,2018-10-30
EOG,2019-02-27
EOG,2022-05-06
EOG,2022-11-04
EOG,2018-01-28
EOG,2019-05-03
EOG,2020-02-28
EOG,2022-08-05
EOG,2018-11-02
EOG,2019-11-07
EOG,2023-05-05
EOG,2018-08-03
EOG,2021-02-26
EOG,2022-02-25
EOG,2020-11-06
EOG,2020-05-08
EOG,2020-08-07
EOG,2023-08-04
EOG,2023-11-03
EOG,2021-08-05
EOG,2018-05-04
EOG,2021-05-07
EOG,2021-11-05
EOG,2023-02-24
EOG,2019-08-02
JPM,2020-01-14
JPM,2018-01-12
JPM,2018-10-12
JPM,2019-04-12
JPM,2021-04-14
JPM,2020-10-13
JPM,2023-07-14
JPM,2022-01-14
JPM,2022-10-14
JPM,2017-10-12
JPM,2021-07-13
JPM,2021-01-15
JPM,2019-07-16
JPM,2018-07-13
JPM,2023-01-13
JPM,2023-10-13
JPM,2020-07-14
JPM,2022-04-13
JPM,2019-01-15
JPM,2018-04-13
JPM,2019-10-15
JPM,2020-04-14
JPM,2021-10-13
JPM,2022-07-14
CCI,2021-07-22
CCI,2019-04-18
CCI,2022-07-21
CCI,2019-10-17
CCI,2020-07-30
CCI,2022-04-21
CCI,2019-07-18
CCI,2021-04-22
CCI,2020-04-30
CCI,2018-10-18
CCI,2021-10-21
CCI,2023-01-26
CCI,2023-07-20
CCI,2018-04-19
CCI,2019-01-24
CCI,2022-10-20
CCI,2018-07-19
CCI,2023-10-19
CCI,2022-01-27
CCI,2021-01-28
CCI,2020-02-27
AMZN,2024-02-01
AMZN,2024-08-01
AMZN,2024-04-30
RCL,2024-04-25
RCL,2024-02-01
RCL,2024-07-25
CGC,2024-02-09
CGC,2024-05-30
CGC,2024-08-09
DOMO,2024-03-07
DOMO,2024-05-23
ANET,2024-02-12
ANET,2024-07-30
ANET,2024-05-07
FSLR,2024-02-27
FSLR,2024-07-30
FSLR,2024-05-01
BNGO,2024-05-08
BNGO,2024-08-07
BNGO,2024-03-05
PFE,2024-01-30
PFE,2024-07-30
PFE,2024-05-01
UBER,2024-05-08
UBER,2024-08-06
UBER,2024-02-07
SPGI,2024-04-25
SPGI,2024-02-08
SPGI,2024-07-30
MMC,2024-07-18
MMC,2024-04-18
MMC,2024-01-25
DXCM,2024-04-25
DXCM,2024-07-25
DXCM,2024-02-08
EBC,2024-01-26
EBC,2024-07-26
EBC,2024-04-26
PLD,2024-01-17
PLD,2024-04-17
PLD,2024-07-17
MMM,2024-01-23
MMM,2024-07-26
MMM,2024-04-30
NXPI,2024-07-23
NXPI,2024-02-06
NXPI,2024-04-30
AMT,2024-02-27
AMT,2024-07-30
AMT,2024-04-30
BLNK,2024-08-07
BLNK,2024-05-09
DKNG,2024-02-16
DKNG,2024-05-03
DKNG,2024-08-02
MDB,2024-05-30
CAG,2024-04-04
CAG,2024-07-11
CAG,2024-01-04
MGM,2024-07-31
MGM,2024-02-13
MGM,2024-05-01
CNC,2024-02-06
CNC,2024-07-26
CNC,2024-04-26
UPS,2024-01-30
UPS,2024-07-23
UPS,2024-04-23
OKE,2024-08-06
OKE,2024-02-27
OKE,2024-05-01
GILD,2024-04-25
GILD,2024-02-06
GILD,2024-08-08
WMT,2024-02-20
WMT,2024-05-16
AGNC,2024-07-23
AGNC,2024-04-23
AGNC,2024-01-23
DG,2024-05-30
CVX,2024-08-02
CVX,2024-02-02
CVX,2024-04-26
NCLH,2024-02-27
NCLH,2024-07-31
NCLH,2024-05-01
CNDT,2024-08-07
CNDT,2024-05-01
CNDT,2024-02-14
DLR,2024-05-02
DLR,2024-07-25
DLR,2024-02-15
MO,2024-04-25
MO,2024-02-01
MO,2024-07-31
CPT,2024-05-03
CPT,2024-08-02
CPT,2024-02-02
KLAC,2024-04-25
KLAC,2024-07-24
KLAC,2024-01-25
INTC,2024-04-25
INTC,2024-08-01
INTC,2024-01-25
APP,2024-05-08
APP,2024-08-07
APP,2024-02-14
TTWO,2024-05-16
TTWO,2024-02-08
TTWO,2024-08-08
HCA,2024-01-30
HCA,2024-07-23
HCA,2024-04-26
TMUS,2024-04-25
TMUS,2024-07-31
TMUS,2024-01-25
BLK,2024-07-15
BLK,2024-04-12
BLK,2024-01-12
LOW,2024-02-27
LOW,2024-05-21
MA,2024-01-31
MA,2024-07-31
MA,2024-05-01
PRU,2024-02-07
PRU,2024-08-02
PRU,2024-05-01
BX,2024-07-18
BX,2024-04-18
BX,2024-01-25
KVUE,2024-08-06
KVUE,2024-02-08
KVUE,2024-05-07
HD,2024-02-20
HD,2024-05-14
DDOG,2024-02-13
DDOG,2024-08-08
DDOG,2024-05-07
AMAT,2024-05-16
AMAT,2024-02-15
LLY,2024-02-06
LLY,2024-08-08
LLY,2024-04-30
TTD,2024-05-08
TTD,2024-08-08
TTD,2024-02-15
ENPH,2024-07-23
ENPH,2024-02-06
ENPH,2024-04-23
HAL,2024-07-19
HAL,2024-04-23
HAL,2024-01-23
MRNA,2024-05-02
MRNA,2024-08-01
MRNA,2024-02-22
FLWS,2024-02-01
FLWS,2024-05-02
MELI,2024-05-02
MELI,2024-08-01
MELI,2024-02-22
LMT,2024-07-23
LMT,2024-04-23
LMT,2024-01-23
CI,2024-05-02
CI,2024-08-01
CI,2024-02-02
BMBL,2024-05-08
BMBL,2024-08-07
BMBL,2024-02-27
EPAM,2024-05-09
EPAM,2024-08-08
EPAM,2024-02-15
