ticker,date,sentiment_score,uncertainty_score,sentiment_score_qa,uncertainty_score_qa,sector,volatility_pre_10d,volatility_post_10d,volatility_pre_5d,volatility_post_5d,volatility_pre_20d,volatility_post_20d,n_pre,n_post,vol_error,eps_surprise,abnormal_return,surprise_factor
WELL,2021-02-10,0.110776,0.00605,0.050388,0.007261,Real Estate,0.022280215824667434,0.0230606703313947,0.015365244265837583,0.011235609259888297,0.023113872263734146,0.0196262399389173,10.0,10.0,,0.0035324355140586134,0.0269662919253553,0.0035324355140586134
WELL,2019-04-30,0.428305,0.010417,0.090528,0.006024,Real Estate,0.01808645744303849,0.00887749126858551,0.014026950377433312,0.009325109283960055,0.013479178661413009,0.009470148983728546,10.0,10.0,,,0.02036911271007761,0.02036911271007761
WELL,2021-07-30,0.432774,0.009965,0.061675,0.008445,Real Estate,0.025303444712471052,0.013292299693822314,0.0069823582599101664,0.017117845757561076,0.01869453974824902,0.010352030001085755,10.0,10.0,,0.0009084544311837627,-0.005098207202389959,0.0009084544311837627
WELL,2020-08-06,0.000776,0.007045,-0.006581,0.009312,Real Estate,0.01903257570483513,0.014835920309219845,0.009997275392777007,0.013085097572468774,0.022942391497147448,0.020225369614453734,10.0,10.0,,0.0012467458348707626,0.052866190185822656,0.0012467458348707626
WELL,2019-10-29,0.39916,0.008618,0.140399,0.005625,Real Estate,0.011059986812012083,0.01343000233889164,0.012025376522015071,0.017991118162406443,0.010108110807726056,0.012297618452056734,10.0,10.0,,,0.027496590425236465,0.027496590425236465
WELL,2022-02-16,0.367089,0.005278,0.032108,0.007885,Real Estate,0.0165920444401333,0.018049006471460446,0.0163746259225918,0.017687387849503824,0.016773587386246996,0.01435046547856893,10.0,10.0,,0.00013245868346546335,0.03196361883496341,0.00013245868346546335
WELL,2022-08-10,0.286487,0.007929,0.017215,0.004509,Real Estate,0.014349609939765981,0.015115237133288996,0.01422485947896728,0.018044607304199822,0.013960455159682021,0.01405319901812505,10.0,10.0,,0.0,-0.012953727864290892,0.0
WELL,2021-11-05,0.301,0.005832,0.053669,0.007136,Real Estate,0.020023143458820652,0.015423770608855164,0.023974716280332948,0.014387106425098377,0.014967997511843328,0.022976963548052173,10.0,10.0,,-0.0011906127096267657,0.04658603134432209,-0.0011906127096267657
WELL,2019-02-12,0.505533,0.00803,0.155944,0.007151,Real Estate,0.00858768115708061,0.009565131685986137,0.005609167637695861,0.01015773183677435,0.007250359365392535,0.009041307000397639,10.0,10.0,,,-0.022901757823119834,-0.022901757823119834
WELL,2018-10-30,0.530078,0.007603,0.064102,0.008701,Real Estate,0.014350431741284515,0.02367584456566747,0.015531967973670104,0.034690851485307775,0.01488431004337714,0.017195751807368185,10.0,10.0,,,0.03712159427223318,0.03712159427223318
VZ,2019-08-01,0.095121,0.003364,0.309706,0.006163,Communication Services,0.012687583740417362,0.008305114128624731,0.015514652743566958,0.007794990042473757,0.010227543446827603,0.008903264119420978,10.0,10.0,,,0.008564913078654897,0.008564913078654897
VZ,2021-01-26,0.325414,0.005054,0.28194,0.00712,Communication Services,0.006757778072873848,0.010143873762734948,0.008111941103586696,0.012482719630387676,0.0072996175782555975,0.014339187404396818,10.0,10.0,,0.0009747947594518499,-0.030617348112997367,0.0009747947594518499
VZ,2019-04-23,0.282971,0.003754,0.224669,0.005846,Communication Services,0.006519388523798078,0.010431879829842124,0.009310331387546328,0.013259987122438933,0.00899046405037328,0.00916070446660088,10.0,10.0,,,-0.030074517278726953,-0.030074517278726953
VZ,2021-10-20,0.543719,0.004146,0.245551,0.004977,Communication Services,0.010699806598049307,0.006724786804947562,0.0072238579775954215,0.007579473144393264,0.008205225697652233,0.007247003800178431,10.0,10.0,,0.0012431888621386481,0.019863791224243116,0.0012431888621386481
VZ,2018-10-23,0.242245,0.003405,0.280174,0.006956,Communication Services,0.009792069182018104,0.017227701769991936,0.004526802234391284,0.02067059023695835,0.00842652056532012,0.013779879908218027,10.0,10.0,,,0.04486312606831713,0.04486312606831713
VZ,2019-01-29,0.339522,0.004295,0.312596,0.005443,Communication Services,0.011153296357205293,0.009719920107829497,0.013937674144129391,0.013086518073549729,0.012338406271403344,0.008899531355225311,10.0,10.0,,,-0.031716175214601086,-0.031716175214601086
VZ,2020-01-30,0.189021,0.003643,0.16762,0.005479,Communication Services,0.009221788640715496,0.013680946743546599,0.011757531840369588,0.014234376908290157,0.007541178983974974,0.013210974710847152,10.0,10.0,,,-0.006099761848758793,-0.006099761848758793
VZ,2020-04-24,0.108296,0.005604,0.14034,0.006816,Communication Services,0.017198794925180214,0.011858459035315605,0.017352844522629897,0.007213122298743018,0.02513639808091916,0.011597952094099832,10.0,10.0,,,-0.007956412716411215,-0.007956412716411215
VZ,2021-04-21,0.483522,0.005577,0.28937,0.004958,Communication Services,0.005699307930916331,0.009614491936029325,0.004191357274254545,0.007200052514954759,0.006438322193488952,0.009973768447964715,10.0,10.0,,0.0004691880141062108,-0.013708377465203847,0.0004691880141062108
VZ,2018-07-24,0.350567,0.002952,0.223454,0.003659,Communication Services,0.005563334729434489,0.009516351454841625,0.0038563555168748295,0.013907953859701387,0.009008291827943514,0.00893213860669486,10.0,10.0,,,0.009845045542287052,0.009845045542287052
VZ,2019-10-25,0.189261,0.002609,0.240541,0.005689,Communication Services,0.007097943492920655,0.009282417080344215,0.006354893790352638,0.006213569517707364,0.008070980459522975,0.00675405136898613,10.0,10.0,,,-0.007559255135868833,-0.007559255135868833
VZ,2020-10-21,0.339593,0.004587,0.240645,0.004881,Communication Services,0.0068153755268759355,0.010282599438591424,0.006750418477594286,0.012525091355840104,0.0064972168750260005,0.010504504392884882,10.0,10.0,,0.0009821052506369182,-0.0068771587514014345,0.0009821052506369182
VZ,2021-07-21,0.526814,0.007014,0.225224,0.004657,Communication Services,0.005275770760756195,0.004721861644870912,0.006381799689405673,0.005727824342964412,0.00457811001243056,0.004903012920144284,10.0,10.0,,0.0016874783491034487,-0.0014291947174400067,0.0016874783491034487
VZ,2020-07-24,0.188459,0.006284,0.20523,0.005005,Communication Services,0.008654615441250119,0.0067505214240394145,0.006137358201487748,0.005162511733928521,0.011374005270466897,0.005774622238664499,10.0,10.0,,0.0007431122702082129,0.02420750353284703,0.0007431122702082129
VZ,2018-04-24,0.275356,0.004318,0.280239,0.004814,Communication Services,0.013418532526135908,0.021118110265386444,0.0110660479623732,0.029113584628973267,0.011936603220249309,0.01801427447062893,10.0,10.0,,,0.034102707862865796,0.034102707862865796
CTMX,2022-08-04,0.415894,0.012575,0.217169,0.013171,Healthcare,0.03336155291874029,0.03956197559090021,0.03850748884162164,0.024521171736264474,0.1153514343687138,0.03866621215803077,10.0,10.0,,0.018404908029301514,0.03818021230398781,0.018404908029301514
CTMX,2021-08-06,0.363376,0.00786,0.174437,0.004396,Healthcare,0.03022257045151846,0.042433574635848494,0.032790832878164526,0.025537919014987944,0.02622793098363358,0.0342016343701474,10.0,10.0,,0.0019047619047619065,-0.09955535783781236,0.0019047619047619065
CTMX,2019-11-07,0.288441,0.005967,0.173932,0.010084,Healthcare,0.030726516389801124,0.06990292670336937,0.01841066707836993,0.028166236665648627,0.0308354543531957,0.0543868860834452,10.0,10.0,,,0.004653181667516567,0.004653181667516567
CTMX,2019-05-09,0.449889,0.007712,0.123718,0.008244,Healthcare,0.03401273220140278,0.0390980542114727,0.032654908226300634,0.051100630480413245,0.030154437669447764,0.039732305536956065,10.0,10.0,,,0.0020347975506484458,0.0020347975506484458
CTMX,2019-08-07,0.266109,0.009029,0.142698,0.009474,Healthcare,0.03549657381378932,0.034618378966293085,0.044224799206632394,0.03184169513396411,0.0350482952194771,0.033184227747182056,10.0,10.0,,,0.025384544775332973,0.025384544775332973
CTMX,2020-11-05,0.378026,0.007222,0.209834,0.009665,Healthcare,0.022191946164002795,0.03343665976872621,0.028556866619532644,0.04354002132922952,0.018851856006885413,0.02474057152566825,10.0,10.0,,0.02404526108519906,-0.019314803500464134,0.02404526108519906
CTMX,2020-05-07,0.384219,0.005197,0.112231,0.011301,Healthcare,0.08304014272285268,0.15637746748354198,0.05325529804145145,0.22776398391530986,0.06288221894998577,0.1099355212350331,10.0,10.0,,0.06285714285714286,0.004466577988698917,0.06285714285714286
CTMX,2020-08-06,0.424409,0.006689,0.157681,0.012969,Healthcare,0.037589965438218416,0.033673514563887195,0.04228072175272351,0.04067078091643467,0.031217182619087434,0.032577521581937295,10.0,10.0,,-0.04900662127850713,0.006671535320283902,-0.04900662127850713
CTMX,2021-02-24,0.374435,0.014469,0.170978,0.009128,Healthcare,0.04355931786838382,0.04484316668389812,0.03671449186495335,0.03959165564034569,0.044575937565263256,0.044438413357513105,10.0,10.0,,0.024875622008573343,-0.007220822735336958,0.024875622008573343
CTMX,2022-03-01,0.454676,0.010813,0.164553,0.008922,Healthcare,0.02756029036701498,0.07238619105285153,0.02387469181391647,0.07196776902422748,0.040606785456057934,0.06937116235473449,10.0,10.0,,-0.01412429393751387,-0.06339055252237198,-0.01412429393751387
CTMX,2021-05-07,0.285584,0.012129,0.248714,0.008218,Healthcare,0.04213057752571373,0.027051797874642895,0.04246801051702771,0.03408235107427654,0.05220336915246919,0.03892992325162047,10.0,10.0,,0.010526315554650832,0.04066156716723252,0.010526315554650832
CTMX,2021-11-04,0.399348,0.012941,0.220593,0.006676,Healthcare,0.03316891557994317,0.035401950522505145,0.046460743220599635,0.04444724870417611,0.026683029827400565,0.033582131621314015,10.0,10.0,,-0.008361203986709477,-0.024569553058553,-0.008361203986709477
CTMX,2022-05-05,0.50615,0.008329,0.15244,0.008215,Healthcare,0.03535109233159182,0.07297283814659408,0.046589347617615864,0.0895709158623362,0.02855351092555722,0.05932907618432929,10.0,10.0,,-0.006211180069036252,-0.024069463155155353,-0.006211180069036252
CTMX,2020-02-27,0.327492,0.008621,0.131956,0.012785,Healthcare,0.03200996192137325,0.07322359150699954,0.02000456905510161,0.04675298946173334,0.041471587030943925,0.134256964779218,10.0,10.0,,,0.027181134842708673,0.027181134842708673
AMZN,2018-10-25,-0.166626,0.031332,0.255634,0.006595,Consumer Cyclical,0.030331871776531624,0.04654531470278037,0.029013214798454597,0.05829931322499969,0.02584449939459769,0.036040747619941124,10.0,10.0,,,0.05070580175562413,0.05070580175562413
AMZN,2021-04-29,0.392283,0.012744,0.378863,0.006171,Consumer Cyclical,0.011758681881740037,0.015197774770428435,0.01360270709354511,0.014644990718189298,0.01235039787224518,0.014397012331429425,10.0,10.0,,0.0018436843092210328,-0.002655499211578991,0.0018436843092210328
AMZN,2019-07-25,-0.041528,0.035135,0.260618,0.007094,Consumer Cyclical,0.007143172518972422,0.016078148102990065,0.007696595629765378,0.00519353039301588,0.008137713982487634,0.016399214144678955,10.0,10.0,,,-0.008792271475616481,-0.008792271475616481
AMZN,2018-04-26,-0.178568,0.031662,0.247351,0.006441,Consumer Cyclical,0.022814693885789394,0.01245506802319262,0.02153157301137793,0.017278083310859463,0.025610452053085105,0.010672601266348229,10.0,10.0,,,0.028700091888084825,0.028700091888084825
AMZN,2022-02-03,0.345926,0.008976,0.247532,0.007165,Consumer Cyclical,0.030456218676282742,0.044431816848404394,0.017568223769983352,0.057242611894809454,0.023242233529872366,0.035589818745729744,10.0,10.0,,0.008714722180491657,-0.05756282388481486,0.008714722180491657
AMZN,2020-07-30,0.5198,0.014103,0.206235,0.010487,Consumer Cyclical,0.030923852898624864,0.01983117678003993,0.02254243590731018,0.019620588441391435,0.029784372408489176,0.018260745002078603,10.0,10.0,,0.00288346866125355,0.009605006182952111,0.00288346866125355
AMZN,2020-10-29,0.43556,0.011772,0.287049,0.008086,Consumer Cyclical,0.017456947954324366,0.0377770467704341,0.0231304255315604,0.043563630784375425,0.023643650609158413,0.026778368847718042,10.0,10.0,,0.0014948566970903751,0.0050219833632898555,0.0014948566970903751
AMZN,2023-10-26,0.46426,0.006155,0.246286,0.005651,Consumer Cyclical,0.02402728625949057,0.022999800223585467,0.030539443941651513,0.025463148522240398,0.02136824021013751,0.01988787701781192,10.0,10.0,,0.0030107886670470833,-0.003059795669800379,0.0030107886670470833
AMZN,2018-07-26,-0.118361,0.03125,0.302648,0.006466,Consumer Cyclical,0.012100329320053387,0.011826208755945658,0.01463899542428016,0.015603137293296765,0.011945836685540619,0.010579644719982193,10.0,10.0,,,-0.02793188424457208,-0.02793188424457208
AMZN,2019-04-25,-0.062742,0.032911,0.177185,0.006601,Consumer Cyclical,0.0088452563396265,0.015563094156993019,0.012294424957573226,0.01414748174640034,0.00836611953092105,0.016514224707499112,10.0,10.0,,,0.0008786527867972052,0.0008786527867972052
AMZN,2020-04-30,0.180592,0.013616,0.193218,0.009804,Consumer Cyclical,0.023013661776368002,0.02847333955501336,0.02105252680869039,0.03962470104172969,0.025416580804319494,0.021546255888942958,10.0,10.0,,,0.0511573686891384,0.0511573686891384
AMZN,2021-07-29,0.37432,0.01,0.286302,0.006887,Consumer Cyclical,0.012054810867990517,0.025437530157470332,0.013689247102066404,0.03716113095962778,0.014633527821698241,0.019634520907245094,10.0,10.0,,0.0008333518420904057,-0.012547949300277543,0.0008333518420904057
AMZN,2019-10-24,-0.158466,0.033248,0.237209,0.005554,Consumer Cyclical,0.010774013167288128,0.007578088111141254,0.013089756476107753,0.009531305621652195,0.010546940887932985,0.007066138576293433,10.0,10.0,,,0.008873366534426929,0.008873366534426929
AMZN,2020-01-30,-0.114267,0.032432,0.236529,0.005351,Consumer Cyclical,0.010640200909332135,0.02276400796248778,0.012432688253177763,0.03140807403981276,0.011328066875917251,0.025274601380421008,10.0,10.0,,,0.0035612369465958336,0.0035612369465958336
AMZN,2023-02-02,0.25538,0.013052,0.191958,0.008297,Consumer Cyclical,0.020234455119683265,0.03024858335527061,0.018600606410427645,0.03454067265042742,0.02293429452984222,0.02480488567298048,10.0,10.0,,-0.0011513594525161257,0.05675101145555897,-0.0011513594525161257
AMZN,2022-07-28,0.228676,0.013768,0.154177,0.005325,Consumer Cyclical,0.031664872575616884,0.03598475179434858,0.039448938124656434,0.042138749327125975,0.027481648923616687,0.02966240118159138,10.0,10.0,,-0.0026169447431674243,-0.0016936118158902193,-0.0026169447431674243
AMZN,2023-04-27,0.246235,0.012156,0.201115,0.006294,Consumer Cyclical,0.022869344070625144,0.022703251918877558,0.026039859029915652,0.024379367138485302,0.021026448870475188,0.019221419988431507,10.0,10.0,,0.0009105809531769009,0.02536021670007798,0.0009105809531769009
AMZN,2022-10-27,0.42031,0.013022,0.037399,0.005793,Consumer Cyclical,0.03354436707374935,0.05300942071570205,0.027434177740106185,0.02373258632509418,0.029405592358425152,0.03944090953171784,10.0,10.0,,0.0006308579720400844,-0.03613081478838432,0.0006308579720400844
AMZN,2023-08-03,0.384804,0.006381,0.209254,0.004556,Consumer Cyclical,0.019729814749834325,0.030067091145059174,0.02230344200910198,0.03917309636682729,0.017982256984731312,0.022728906947344606,10.0,10.0,,0.0024047784593393706,0.008314838393487801,0.0024047784593393706
AMZN,2021-10-28,0.194761,0.009747,0.251988,0.004667,Consumer Cyclical,0.01629053471513357,0.01963199742030237,0.01738936481076457,0.021860857595346374,0.014572403964548926,0.018765543450922597,10.0,10.0,,-0.0007543731600948881,0.006212844020470074,-0.0007543731600948881
AMZN,2021-02-02,0.4357,0.011721,0.168351,0.006543,Consumer Cyclical,0.022164767971237308,0.009430564444019001,0.02600484828310359,0.010985710028477293,0.019376776294480477,0.014519788083104999,10.0,10.0,,0.0020710059171597634,-0.0029984231906350946,0.0020710059171597634
AMZN,2018-02-01,-0.126386,0.030738,0.27346,0.006942,Consumer Cyclical,0.010337113098446466,0.029289823614095233,0.003264793276910862,0.036943735806213275,0.009724913333523629,0.02124655036857029,10.0,10.0,,,-0.04173742542542941,-0.04173742542542941
AMZN,2018-01-31,-0.138215,0.03125,0.257161,0.006054,Consumer Cyclical,0.011962106571479796,0.03292834441620047,0.008383595737275363,0.0355491882868436,0.009832952620920791,0.023668656595582382,10.0,10.0,,,0.008552534821732901,0.008552534821732901
AMZN,2022-04-28,0.11939,0.014493,0.200008,0.00749,Consumer Cyclical,0.028494775642417335,0.05220172730124456,0.023501322306079018,0.07050502429361562,0.02327455544865876,0.04816543539420344,10.0,10.0,,-0.005532637504437397,0.020538024058678588,-0.005532637504437397
CMCO,2020-02-04,0.231369,0.008323,0.112133,0.008733,Industrials,0.016601562625585327,0.017006433648413845,0.016267308826692327,0.020919486973659772,0.019324690585836125,0.02795544693589854,10.0,10.0,,,0.03823816956286975,0.03823816956286975
CMCO,2020-07-30,0.02737,0.011472,0.181414,0.009183,Industrials,0.01975892506531483,0.018001669919696896,0.019983322919880035,0.01964835226013475,0.01927708023489452,0.015542630435947141,10.0,10.0,,0.001275998330918016,-0.034613073882030214,0.001275998330918016
CMCO,2019-05-29,0.37807,0.00837,0.315237,0.006423,Industrials,0.01899783403318236,0.015565226716861306,0.023079578963440713,0.022477738802597978,0.021331995382544346,0.015541370070575383,10.0,10.0,,,0.12519736361061531,0.12519736361061531
CMCO,2020-10-29,0.153882,0.010333,0.196405,0.010413,Industrials,0.021021344627852736,0.03977354207272517,0.01582235373867172,0.0376794061661131,0.02156035753000911,0.0338006888091223,10.0,10.0,,0.003062485718197669,-0.01040230165540786,0.003062485718197669
CMCO,2019-11-07,0.284539,0.007047,0.057013,0.005122,Industrials,0.015971804314455062,0.020142936479155306,0.019734915087845174,0.01889368504405226,0.017927786208232706,0.017246251987975376,10.0,10.0,,,0.06688644324435188,0.06688644324435188
CMCO,2019-01-31,0.31048,0.009795,0.182232,0.008299,Industrials,0.017036010499227535,0.020797893549366033,0.021635822700271895,0.020691874388139762,0.02226663225044217,0.01713683902720092,10.0,10.0,,,0.01445080573065106,0.01445080573065106
CMCO,2020-05-27,0.280392,0.006925,0.137403,0.012001,Industrials,0.046856849701069174,0.03812681409813492,0.037304385063731384,0.03720065379568075,0.04788863978354308,0.036353475629495896,10.0,10.0,,0.0036893434305083754,0.10079554892127335,0.0036893434305083754
CMCO,2021-07-30,0.572222,0.006767,0.26838,0.005473,Industrials,0.018934687600851343,0.019239572476594323,0.005789697320648103,0.014645730755915538,0.016835694115499948,0.018196254859426744,10.0,10.0,,-0.00022647069800359009,0.008106200985073149,-0.00022647069800359009
CMCO,2019-07-30,0.321567,0.00854,0.176883,0.007077,Industrials,0.02232571164845584,0.01981282262889939,0.03181115666422718,0.01899753201259517,0.0181126026939605,0.02078684234171663,10.0,10.0,,,-0.017219792975660765,-0.017219792975660765
CMCO,2021-10-28,0.547065,0.009492,0.241026,0.009726,Industrials,0.01498149225657726,0.02464589598960332,0.005925415067937065,0.030406366750633993,0.021728873590640647,0.02385265487108045,10.0,10.0,,-0.00021477944149512546,-0.0007630004471527365,-0.00021477944149512546
CMCO,2021-01-28,0.16634,0.009147,0.229563,0.009509,Industrials,0.026030472650044014,0.024562279788252993,0.021502715499640314,0.02589986354604939,0.027481724041318035,0.020123336767849626,10.0,10.0,,0.0025482791601402883,0.008268194870522537,0.0025482791601402883
CMCO,2021-05-26,0.100496,0.009694,0.204622,0.009278,Industrials,0.025330838852559445,0.013770888849805336,0.015602004954156505,0.017270513936825597,0.027003352317089887,0.01762351263334822,10.0,10.0,,-0.000202588023670922,0.00789828834198381,-0.000202588023670922
CNP,2019-11-07,0.34914,0.015245,0.158005,0.010659,Utilities,0.010299809865888816,0.023060310430472714,0.002757055439879489,0.026738112435569925,0.010400411002977313,0.019054635159823433,10.0,10.0,,,0.0044524990104615695,0.0044524990104615695
CNP,2019-05-09,0.070755,0.014857,0.11248,0.012221,Utilities,0.009425759992186403,0.00907979559433445,0.009399979223710829,0.012080414851687959,0.008381070906501009,0.009416335507442504,10.0,10.0,,,-0.03717623476519825,-0.03717623476519825
CNP,2019-08-07,0.455315,0.013872,0.114319,0.011387,Utilities,0.011232844008823562,0.008087473449004314,0.015432981542688805,0.008131284350859668,0.009583214786651183,0.009933778999461842,10.0,10.0,,,-0.02870236410287329,-0.02870236410287329
CNP,2018-08-03,0.256765,0.009642,0.171548,0.009353,Utilities,0.01029199137612368,0.005350840960151441,0.013189163690647002,0.005422965631629069,0.01259038943497375,0.006012155423741898,10.0,10.0,,,-0.009268349905275291,-0.009268349905275291
CNP,2020-11-05,0.456065,0.00681,0.18616,0.005851,Utilities,0.020880690557752424,0.028826937538602996,0.014979699543428038,0.023377359455427432,0.01941430069449571,0.02341132566760432,10.0,10.0,,0.0020310183855339232,0.030887890766551407,0.0020310183855339232
CNP,2020-05-07,0.228971,0.019458,0.142988,0.009118,Utilities,0.024528426287964516,0.031358792996159575,0.0174639556278996,0.0379171857776649,0.03958532148746434,0.025689329892585686,10.0,10.0,,,0.09642772949646133,0.09642772949646133
CNP,2021-02-25,0.49948,0.008507,0.136268,0.010566,Utilities,0.015164353406778224,0.015773400078764807,0.019691605930042447,0.014201591481350246,0.019663219677394532,0.016480402536089026,10.0,10.0,,0.004600386562404645,-0.027889491697800993,0.004600386562404645
CNP,2020-08-06,0.251648,0.01331,0.202348,0.009217,Utilities,0.01835743021277039,0.0167545637501291,0.0167705579647,0.018679392704576227,0.01936707847387817,0.015149867777117711,10.0,10.0,,0.0005721134833746095,0.056988935819415686,0.0005721134833746095
CNP,2018-11-01,0.244342,0.012899,0.152072,0.013428,Utilities,0.010571801354318648,0.011978095427836006,0.009878932522097641,0.014204196666299344,0.011248046254508696,0.009423480416021021,10.0,10.0,,,-0.003943617579505094,-0.003943617579505094
CNP,2021-08-05,0.510035,0.007018,0.250537,0.004792,Utilities,0.008684367253831017,0.008549349500702099,0.010377225207441006,0.004431997900912883,0.012685887607139517,0.01032492646217828,10.0,10.0,,0.00473018279692392,0.014481021515149455,0.00473018279692392
CNP,2021-11-04,0.548089,0.013346,0.153327,0.009983,Utilities,0.007440142100285763,0.007464548336871512,0.007281837566943989,0.005195966209079397,0.011332010373696648,0.012388587037359717,10.0,10.0,,0.002116300968378195,0.0032548632782274474,0.002116300968378195
CNP,2019-02-28,0.204065,0.013966,0.168143,0.014398,Utilities,0.006644967965929534,0.006558856538351218,0.008712924394782629,0.0042508122885083575,0.0074468095906672265,0.007635171454881302,10.0,10.0,,,-0.03141770168640463,-0.03141770168640463
CNP,2021-05-06,0.478991,0.008916,0.226405,0.011231,Utilities,0.009855611651330472,0.016887707013177974,0.013104793815611327,0.021481393025554553,0.009560695765313867,0.012552279623496311,10.0,10.0,,0.0027950466353782715,-0.0038436073024190297,0.0027950466353782715
CNP,2020-02-27,0.375632,0.014904,0.173806,0.009543,Utilities,0.012106259570106515,0.07642125130075052,0.010846594730831584,0.04080799626535591,0.011566263755447137,0.10223595892907908,10.0,10.0,,,0.04926815301386255,0.04926815301386255
ECPG,2019-02-27,0.51213,0.005745,0.160701,0.01113,Financial Services,0.013994864269607544,0.02017574496986369,0.013068758689876054,0.028260675472609485,0.014465153749342144,0.027023102728005448,10.0,10.0,,,-0.007968649543328392,-0.007968649543328392
